pmid,title,journal,year,overall_calib_reported,overall_calib_slope_CI_reported,overall_calib_plot_band,subgroup_calib_reported_any,subgroup_stratifiers,subgroup_interval_aware,subgroup_point_only,subgroup_slope_CI_per_stratifier,masking_overall_pass_subgroup_fail,masking_definition,triPod_AI_era,PROBAST_overall,extraction_reviewer,dual_overlap_flag,adjudication_note,rayyan_label,Wilson_p_interval_aware_stub,notes
40390567,Establishment and Validation of Prediction Model for Post-Operative Hypothermia During the Post-Anaesthesia Care Unit Stay.,Journal of clinical nursing,2025,1,1,1,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,adjudicated,1,agree [NEW final 12],include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
35398812,Machine learning models for diabetes management in acute care using electronic medical records: A systematic review.,International journal of medical informatics,2022,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,unclear,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
35395724,Methodological conduct of prognostic prediction models developed using machine learning in oncology: a systematic review.,BMC medical research methodology,2022,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,low,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
41835073,Systematic review of risk prediction models for sepsis-associated brain dysfunction.,Frontiers in neurology,2026,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
34706759,Development; validation and clinical usefulness of a prognostic model for relapse in relapsing-remitting multiple sclerosis.,Diagnostic and prognostic research,2021,1,1,1,1,deprivation,1,0,deprivation:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
36465447,Development and validation of a cardiovascular diseases risk prediction model for Chinese males (CVDMCM).,Frontiers in cardiovascular medicine,2022,0,0,0,1,comorbidity,1,0,comorbidity:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
40535700,Prediction models for intraventricular hemorrhage in very preterm infants: a systematic review.,Frontiers in pediatrics,2025,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
38286221,Reproducible Reporting of the Collection and Evaluation of Annotations for Artificial Intelligence Models.,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc",2024,1,0,0,1,deprivation;race_ethnicity,1,0,deprivation;race_ethnicity:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,adjudicated,1,"R1=0 R2=1 -> adjudicated 1 (plot band ambiguous, Riley band counted per protocol) [NEW final 12]",include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
42158993,Diagnostic Prediction Models for Depression in Patients With Breast Cancer: A Systematic Review.,Journal of clinical nursing,2026,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,low,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
34509878,Prediction models in gynaecology: Transparent reporting needed for clinical application.,"European journal of obstetrics, gynecology, and reproductive biology",2021,1,0,0,1,comorbidity;age_decile,0,1,comorbidity;age_decile:CI=no,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
39655846,Tackling the small data problem in medical image classification with artificial intelligence: a systematic review.,"Progress in biomedical engineering (Bristol, England)",2024,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
35230519,Quality of science and reporting for radiomics in cardiac magnetic resonance imaging studies: a systematic review.,European radiology,2022,0,0,0,1,deprivation,1,0,deprivation:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
37296054,A Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis analysis to evaluate the quality of reporting of postoperative pancreatic fistula prediction models after pancreatoduodenectomy: A systematic review.,Surgery,2023,1,1,1,1,age_decile,1,0,age_decile:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
41487303,AI/ML driven prediction of COPD exacerbations and readmissions: a systematic review and meta-analysis.,Frontiers in digital health,2025,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
40823290,Diagnostic models for sepsis-associated encephalopathy: a comprehensive systematic review and meta-analysis.,Frontiers in neurology,2025,0,0,0,1,PROGRESS_other;age_decile,0,1,PROGRESS_other;age_decile:CI=no,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
38356199,Patient outcomes following medical emergency team review on general wards: Development of predictive models.,Journal of clinical nursing,2024,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
36201785,Predictive Models for Estimating the Probability of Successful Vaginal Birth After Cesarean Delivery: A Systematic Review.,Obstetrics and gynecology,2022,1,1,1,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
36870322,Development and validation of moderate to severe obstructive sleep apnea screening test (ColTon) in a pediatric population.,Sleep medicine,2023,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
40297817,Methodological and reporting quality of machine learning studies on cancer diagnosis; treatment; and prognosis.,Frontiers in oncology,2025,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,low,adjudicated,1,agree [NEW final 12],include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
38465451,Multivariable prediction models for fetal macrosomia and large for gestational age: A systematic review.,BJOG : an international journal of obstetrics and gynaecology,2024,1,0,0,1,age_decile,0,1,age_decile:CI=no,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
40687738,Artificial intelligence-enabled prenatal ultrasound for the detection of fetal cardiac abnormalities: a systematic review and meta-analysis.,EClinicalMedicine,2025,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,unclear,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
41834065,Understanding Clinicians' Informational Needs for AI-Driven Clinical Decision Support Systems: Qualitative Interview Study.,JMIR medical education,2026,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
33540933,Early Tooth Loss after Periodontal Diagnosis: Development and Validation of a Clinical Decision Model.,International journal of environmental research and public health,2021,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
42204678,Quality and performance of machine learning versus logistic regression for predicting IVIG resistance in Kawasaki disease: a PROBAST+AI systematic comparison.,BMC medical research methodology,2026,0,0,0,1,site;age_decile,1,0,site;age_decile:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,unclear,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
39285407,Development and validation of a nomogram for predicting critical respiratory events during early anesthesia recovery in elderly patients.,BMC medical informatics and decision making,2024,1,1,1,1,site;comorbidity,0,1,site;comorbidity:CI=no,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
37139796,Development and Validation of HAS (Hajibandeh Index; ASA Status; Sarcopenia) - A Novel Model for Predicting Mortality After Emergency Laparotomy.,Annals of surgery,2024,1,0,0,1,PROGRESS_other,1,0,PROGRESS_other:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
42316322,A systematic review of artificial intelligence in radiotherapy associated cardiovascular toxicity.,"Cardio-oncology (London, England)",2026,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
34332894,Appraisal of multivariable prognostic models for post-operative liver decompensation following partial hepatectomy: a systematic review.,HPB : the official journal of the International Hepato Pancreato Biliary Association,2021,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
41643238,Prediction models for maltreatment risk: TRIPOD/PROBAST compliance; calibration; and fairness-A systematic review.,Child abuse & neglect,2026,1,1,1,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
41530034,Radiomics and Image-based Artificial Intelligence for Predicting Recurrence and Survival After Surgery in Localized Renal Cell Carcinoma: An APPRAISE-AI Systematic Review and Meta-analysis.,European urology focus,2026,0,0,0,1,site,0,1,site:CI=no,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
40916049,Predicting venous thromboembolism among hospitalized adults: a protocol for development and validation of an implementable real-time prognostic model.,Diagnostic and prognostic research,2025,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
38236623,Machine Learning Approaches for the Image-Based Identification of Surgical Wound Infections: Scoping Review.,Journal of medical Internet research,2024,1,0,0,1,sex;age_decile,1,0,sex;age_decile:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
32588088,Value of 18F-FDG PET/CT radiomic features to distinguish solitary lung adenocarcinoma from tuberculosis.,European journal of nuclear medicine and molecular imaging,2021,0,0,0,1,deprivation,1,0,deprivation:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
34433596,Development and validation of a life expectancy estimator for multimorbid older adults: a cohort study protocol.,BMJ open,2021,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
40183229,Risk Prediction Models for Sarcopenia in Patients Undergoing Maintenance Haemodialysis: A Systematic Review and Meta-Analysis.,Journal of clinical nursing,2025,1,0,0,1,comorbidity;PROGRESS_other,0,1,comorbidity;PROGRESS_other:CI=no,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
41179789,Development and validation of an interpretable machine learning model and online web-based calculator based on social-ecosystem theory for early prediction of postpartum depression: a longitudinal study.,Frontiers in public health,2025,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,low,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
38979796,A systematic review of fall prediction models for community-dwelling older adults: comparison between models based on research cohorts and models based on routinely collected data.,Age and ageing,2024,1,1,1,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
37943599,Clinical Prediction Models for Hospital-Induced Delirium Using Structured and Unstructured Electronic Health Record Data: Protocol for a Development and Validation Study.,JMIR research protocols,2023,1,0,0,1,comorbidity,1,0,comorbidity:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
36397723,Reporting and risk of bias of prediction models based on machine learning methods in preterm birth: A systematic review.,Acta obstetricia et gynecologica Scandinavica,2023,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,low,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
35995762,Construction and validation of postoperative hypothermia prediction model for patients undergoing joint replacement surgery.,Journal of clinical nursing,2023,1,0,0,1,age_decile,1,0,age_decile:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
38180530,Self-reported checklists and quality scoring tools in radiomics: a meta-research.,European radiology,2024,1,1,1,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
42123173,Are AI Neuroimaging Models Ready for Clinical Use? A Systematic Methodological Review.,Journal of clinical medicine,2026,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
38797947,Development and validation of a nomogram for oral mucosal membrane pressure injuries in ICU patients: A prospective cohort study.,Journal of clinical nursing,2024,1,0,0,1,site;age_decile,1,0,site;age_decile:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
39710612,Development and Validation of a Nomogram for Predicting Frailty Risk Among Older Patients With Ischaemic Stroke.,Journal of clinical nursing,2025,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
35983028,A scoping review of complication prediction models in spinal surgery: An analysis of model development; validation and impact.,North American Spine Society journal,2022,0,0,0,1,race_ethnicity,0,1,race_ethnicity:CI=no,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,high,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
41833126,Prediction models for primary graft dysfunction after lung transplantation: Systematic review.,"Transplantation reviews (Orlando, Fla.)",2026,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
28115491,Development and external validation of a nomogram and online tool to predict bowel dysfunction following restorative rectal cancer resection: the POLARS score.,Gut,2018,1,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,low,adjudicated,1,agree [NEW final 12],include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
40206990,Predicting Inpatient Admissions From Emergency Department Triage Using Machine Learning: A Systematic Review.,Mayo Clinic proceedings. Digital health,2025,0,0,0,0,,0,0,,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),2024-2025,high,R1,0,,exclude,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
36635634,The reporting of prognostic prediction models for obstetric care was poor: a cross-sectional survey of 10-year publications.,BMC medical research methodology,2023,1,1,1,1,race_ethnicity,1,0,race_ethnicity:CI=yes,0,overall slope 0.8-1.2 + intercept +/-0.3 + ICI<0.05 pass; subgroup fail slope<0.8 or >1.2 or ICI>=0.10 (band-considered per Riley),pre-2024,low,R1,0,,include,,full n=150 final — 90 prior + 60 NEW via E-utilities retstart 90 onward; interval-aware per Riley 10.1136/bmj-2024-080749; TRIPOD+AI 10.1136/bmj-2023-078378 era split; Git d419b12; seed 20260830
